20060,"VEHU,SEVENTYTWO","","","Scholar Extraordinaire","666548887","","","MEDICINE","","","",
20061,"VEHU,FORTYSEVEN","","","Scholar Extraordinaire","666548831","","","MEDICINE","","","",
20062,"VEHU,SEVENTYFOUR","","","Scholar Extraordinaire","666548881","","","MEDICINE","","","",
20063,"VEHU,FORTYNINE","","","Scholar Extraordinaire","666548829","","","MEDICINE","","","",
20064,"VEHU,FIFTYONE","","","Scholar Extraordinaire","666548819","","","MEDICINE","","","",
20065,"VEHU,FIFTYTHREE","","","Scholar Extraordinaire","666548822","","","MEDICINE","","","",
20066,"VEHU,FIFTYFIVE","","","Scholar Extraordinaire","666548816","","","MEDICINE","","","",
20067,"VEHU,FIFTYSEVEN","","","Scholar Extraordinaire","666548820","","","MEDICINE","","","",
20068,"VEHU,FIFTYNINE","","","Scholar Extraordinaire","666548818","","","MEDICINE","","","",
20069,"VEHU,SIXTYONE","","","Scholar Extraordinaire","666548895","","","MEDICINE","","","",
20070,"VEHU,SIXTYTHREE","","","Scholar Extraordinaire","666548898","","","MEDICINE","","","",
20071,"VEHU,SIXTYFIVE","","","Scholar Extraordinaire","666548892","","","MEDICINE","","","",
20072,"VEHU,SIXTYSEVEN","","","Scholar Extraordinaire","666548896","","","MEDICINE","","","",
20073,"VEHU,SIXTYNINE","","","Scholar Extraordinaire","666548894","","","MEDICINE","","","",
20074,"VEHU,SEVENTYONE","","","Scholar Extraordinaire","666548883","","","MEDICINE","","","",
20075,"VEHU,SEVENTYTHREE","","","Scholar Extraordinaire","666548886","","","MEDICINE","","","",
20076,"VEHU,SEVENTYFIVE","","","Scholar Extraordinaire","666548880","","","MEDICINE","","","",
20077,"VEHU,SEVENTYSEVEN","","","Scholar Extraordinaire","666548884","","","MEDICINE","","","",
20078,"VEHU,SEVENTYEIGHT","","","Scholar Extraordinaire","666548879","","","MEDICINE","","","",
20079,"VEHU,SEVENTYNINE","","","Scholar Extraordinaire","666548882","","","MEDICINE","","","",
20080,"VEHU,EIGHTY","","","Scholar Extraordinaire","666548802","","","MEDICINE","","","",
20081,"VEHU,SEVENTYSIX","","","Scholar Extraordinaire","666548885","","","MEDICINE","","","",
20082,"RADTECH,FIFTY","FEMALE","","Clinical App. Coordinator","","","","INFORMATION RESOURCE MGMT","","","",
20083,"VEHU,EIGHTYONE","","","Scholar Extraordinaire","666548807","","","MEDICINE","","","",
20084,"VEHU,EIGHTYTWO","","","Scholar Extraordinaire","666548811","","","MEDICINE","","","",
20085,"VEHU,EIGHTYTHREE","","","Scholar Extraordinaire","666548810","","","MEDICINE","","","",
20086,"VEHU,EIGHTYFOUR","","","Scholar Extraordinaire","666548805","","","MEDICINE","","","",
20087,"VEHU,EIGHTYFIVE","","","Scholar Extraordinaire","666548804","","","MEDICINE","","","",
20088,"VEHU,EIGHTYSIX","","","Scholar Extraordinaire","666548809","","","MEDICINE","","","",
20089,"VEHU,EIGHTYSEVEN","","","Scholar Extraordinaire","666548808","","","MEDICINE","","","",
20090,"VEHU,EIGHTYEIGHT","","","Scholar Extraordinaire","666548803","","","MEDICINE","","","",
20091,"VEHU,EIGHTYNINE","","","Scholar Extraordinaire","666548806","","","MEDICINE","","","",
20092,"VEHU,NINETY","","","Scholar Extraordinaire","666548839","","","MEDICINE","","","",
20093,"LABTECH,SIXTYONE","MALE","","COMPUTER PROGRAMMER","","","","INFORMATION SYSTEMS CENTER","","","",
20094,"RADTECH,FIFTYONE","FEMALE","","","","","","INFORMATION RESOURCE MGMT","PHYSICIAN","FULL TIME","",
20095,"RADTECH,FIFTYTWO","MALE","","PROVIDER","666669999","","","INFORMATION RESOURCE MGMT","","","",
20096,"RADTECH,FIFTYTHREE","FEMALE","","Clinical App. Coordinator","","","","INFORMATION SYSTEMS CENTER","","","",
20097,"RADTECH,FIFTYFOUR","FEMALE","","Clinical App. Coordinator","","","","INFORMATION RESOURCE MGMT","PHD","FULL TIME","",
20098,"RADTECH,FIFTYFIVE","FEMALE","","PHYSICIAN","","","","INFORMATION RESOURCE MGMT","","","",
20099,"RADTECH,FIFTYSIX","","","Clinical App. Coordinator","","","","INFORMATION RESOURCE MGMT","","","",
20100,"RADTECH,FIFTYSEVEN","FEMALE","","Clinical App. Coordinator","","","","INFORMATION RESOURCE MGMT","","","",
20101,"RADTECH,FIFTYEIGHT","FEMALE","","Clinical App. Coordinator","","","","INFORMATION RESOURCE MGMT","","","",
20102,"RADTECH,FIFTYNINE","MALE","","Clinical App. Coordinator","","","","INFORMATION RESOURCE MGMT","","","",
20103,"RADTECH,SIXTY","FEMALE","","Clinical App. Coordinator","","","","INFORMATION RESOURCE MGMT","","","",
20104,"RADTECH,SIXTYONE","MALE","","COMPUTER PROGRAMMER","","","","INFORMATION RESOURCE MGMT","","","",
20105,"RADTECH,SIXTYTWO","MALE","","","","","","INFORMATION SYSTEMS CENTER","","","",
20106,"RADTECH,SIXTYTHREE","FEMALE","","","","","","INFORMATION RESOURCE MGMT","","","",
20107,"TEST,ONE","FEMALE","","COMPUTER SPECIALIST","","","","FISCAL","","","",
20108,"RADTECH,SIXTYFOUR","MALE","","","666009987","","","PHARMACY","","","",
20109,"RADTECH,SIXTYFIVE","FEMALE","","COMPUTER SPECIALIST","","","","FISCAL","","","",
20110,"RADTECH,SIXTYSIX","MALE","","Scholar Extraordinaire","","","","MEDICINE","","","",
20111,"RADTECH,SIXTYSEVEN","MALE","","Scholar Extraordinaire","","","","MEDICINE","","","",
20112,"NURSE,ONE","FEMALE","","NURSE","666549838","","","NURSING","","","",
20113,"RADTECH,SIXTYEIGHT","","","PHARMACIST","666549213","","","PHARMACY","","","",
20114,"NURSE,TWO","","","NURSE","666549869","","","NURSING","","","",
20115,"NURSE,THREE","","","NURSE","666549857","","","NURSING","","","",
20116,"PHARMACIST,TWO","","","PHARMACIST","666549217","","","PHARMACY","","","",
20117,"PHARMACIST,THREE","MALE","","PHARMACIST","666549216","","","PHARMACY","","","",
20118,"PHARMACIST,FOUR","FEMALE","","PHARMACIST","666549211","","","PHARMACY","","","",
20119,"PHARMACIST,FIVE","MALE","","PHARMACIST","666549210","","","PHARMACY","","","",
20120,"PHARMACIST,SIX","FEMALE","","PHARMACIST","666549215","","","PHARMACY","","","",
20121,"PHARMACIST,SEVEN","MALE","","PHARMACIST","666549214","","","PHARMACY","","","",
20122,"PHARMACIST,EIGHT","FEMALE","","PHARMACIST","666549209","","","PHARMACY","","","",
20123,"PHARMACIST,NINE","MALE","","PHARMACIST","666549212","","","PHARMACY","","","",
20124,"PHARMACIST,TEN","MALE","","PHARMACIST","666549249","","","PHARMACY","","","",
20125,"PHARMACIST,ELEVEN","FEMALE","","PHARMACIST","666549245","","","PHARMACY","","","",
20126,"PHARMACIST,TWELVE","FEMALE","","PHARMACIST","666549250","","","PHARMACY","","","",
20127,"PHARMACIST,THIRTEEN","MALE","","PHARMACIST","666549248","","","PHARMACY","","","",
20128,"PHARMACIST,FOURTEEN","FEMALE","","PHARMACIST","666549243","","","PHARMACY","","","",
20129,"PHARMACIST,FIFTEEN","FEMALE","","PHARMACIST","666549242","","","PHARMACY","","","",
20130,"PHARMACIST,SIXTEEN","FEMALE","","PHARMACIST","666549247","","","PHARMACY","","","",
20131,"PHARMACIST,SEVENTEEN","MALE","","PHARMACIST","666549246","","","PHARMACY","","","",
20132,"PHARMACIST,EIGHTEEN","MALE","","PHARMACIST","666549241","","","PHARMACY","","","",
20133,"PHARMACIST,NINETEEN","FEMALE","","PHARMACIST","666549244","","","PHARMACY","","","",
20134,"PHARMACIST,TWENTY","FEMALE","","PHARMACIST","666549229","","","PHARMACY","","","",
20135,"PHARMACIST,TWENTY-ONE","FEMALE","","PHARMACIST","666549235","","","PHARMACY","","","",
20136,"PHARMACIST,TWENTY-TWO","FEMALE","","PHARMACIST","666549239","","","PHARMACY","","","",
20137,"PHARMACIST,TWENTY-THREE","MALE","","PHARMACIST","666549238","","","PHARMACY","","","",
20138,"PHARMACIST,TWENTY-FOUR","FEMALE","","PHARMACIST","666549232","","","PHARMACY","","","",
20139,"PHARMACIST,TWENTY-FIVE","MALE","","PHARMACIST","666549231","","","PHARMACY","","","",
20140,"PHARMACIST,TWENTY-SIX","FEMALE","","PHARMACIST","666549237","","","PHARMACY","","","",
20141,"PHARMACIST,TWENTY-SEVEN","MALE","","PHARMACIST","666549236","","","PHARMACY","","","",
20142,"PHARMACIST,TWENTY-EIGHT","FEMALE","","PHARMACIST","666549230","","","PHARMACY","","","",
20143,"PHARMACIST,TWENTY-NINE","MALE","","PHARMACIST","666549234","","","PHARMACY","","","",
20144,"PHARMACIST,THIRTY","FEMALE","","PHARMACIST","666547781","","","PHARMACY","","","",
20145,"PHARMACIST,THIRTY-ONE","MALE","","PHARMACIST","666549204","","","PHARMACY","","","",
20146,"PHARMACIST,THIRTY-TWO","FEMALE","","PHARMACIST","666549208","","","PHARMACY","","","",
20147,"PHARMACIST,THIRTY-THREE","MALE","","PHARMACIST","666549207","","","PHARMACY","","","",
20148,"PHARMACIST,THIRTY-FOUR","FEMALE","","PHARMACIST","666549202","","","PHARMACY","","","",
20149,"PHARMACIST,THIRTY-FIVE","MALE","","PHARMACIST","666549201","","","PHARMACY","","","",
20150,"PHARMACIST,THIRTY-SIX","FEMALE","","PHARMACIST","666549206","","","PHARMACY","","","",
20151,"PHARMACIST,THIRTY-SEVEN","MALE","","PHARMACIST","666549205","","","PHARMACY","","","",
20152,"PHARMACIST,THIRTY-EIGHT","FEMALE","","PHARMACIST","666549200","","","PHARMACY","","","",
20153,"PHARMACIST,THIRTY-NINE","MALE","","PHARMACIST","666549203","","","PHARMACY","","","",
20154,"PHARMACIST,FORTY","FEMALE","","PHARMACIST","666549218","","","PHARMACY","","","",
20155,"PHARMACIST,FORTY-ONE","MALE","","PHARMACIST","666549223","","","PHARMACY","","","",
20156,"PHARMACIST,FORTY-TWO","FEMALE","","PHARMACIST","666549227","","","PHARMACY","","","",
20157,"PHARMACIST,FORTY-THREE","MALE","","PHARMACIST","666549226","","","PHARMACY","","","",
20158,"PHARMACIST,FORTY-FOUR","FEMALE","","PHARMACIST","666549221","","","PHARMACY","","","",
20159,"PHARMACIST,FORTY-FIVE","MALE","","PHARMACIST","666549220","","","PHARMACY","","","",
20160,"PHARMACIST,FORTY-SIX","FEMALE","","PHARMACIST","666549225","","","PHARMACY","","","",
20161,"PHARMACIST,FORTY-SEVEN","MALE","","PHARMACIST","666549224","","","PHARMACY","","","",
20162,"PHARMACIST,FORTY-EIGHT","FEMALE","","PHARMACIST","666549219","","","PHARMACY","","","",
20163,"PHARMACIST,FORTY-NINE","MALE","","PHARMACIST","666549222","","","PHARMACY","","","",
20164,"PHARMACIST,FIFTY","FEMALE","","PHARMACIST","666549228","","","PHARMACY","","","",
20165,"RADTECH,SIXTY","FEMALE","","","","","","INFORMATION SYSTEMS CENTER","","","",
20166,"RADTECH,SIXTYONE","MALE","","","","","","INFORMATION SYSTEMS CENTER","","","",
20167,"NURSE,FOUR","MALE","","NURSE","666549832","","","NURSING","","","",
20168,"NURSE,FIVE","FEMALE","","NURSE","666547795","","","NURSING","","","",
20169,"NURSE,SIX","FEMALE","","NURSE","666549841","","","NURSING","","","",
20170,"NURSE,SEVEN","MALE","","NURSE","666549839","","","NURSING","","","",
20171,"NURSE,EIGHT","MALE","","NURSE","","","","NURSING","","","",
20172,"NURSE,NINE","FEMALE","","NURSE","666549836","","","NURSING","","","",
20173,"NURSE,TEN","MALE","","NURSE","666549844","","","NURSING","","","",
20174,"NURSE,ELEVEN","FEMALE","","NURSE","666547791","","","NURSING","","","",
20175,"NURSE,TWELVE","FEMALE","","NURSE","666549858","","","NURSING","","","",
20176,"NURSE,THIRTEEN","MALE","","NURSE","666549846","","","NURSING","","","",
20177,"NURSE,FOURTEEN","FEMALE","","NURSE","666549833","","","NURSING","","","",
20178,"NURSE,FIFTEEN","MALE","","NURSE","666547792","","","NURSING","","","",
20179,"NURSE,SIXTEEN","FEMALE","","NURSE","666549842","","","NURSING","","","",
20180,"NURSE,SEVENTEEN","MALE","","NURSE","666549840","","","NURSING","","","",
20181,"NURSE,EIGHTEEN","FEMALE","","NURSE","666547790","","","NURSING","","","",
20182,"NURSE,NINETEEN","MALE","","NURSE","666549837","","","NURSING","","","",
20183,"NURSE,TWENTY","FEMALE","","NURSE","666549859","","","NURSING","","","",
20184,"NURSE,TWENTY-ONE","MALE","","NURSE","666549864","","","NURSING","","","",
20185,"NURSE,TWENTY-TWO","FEMALE","","NURSE","666549868","","","NURSING","","","",
20186,"NURSE,TWENTY-THREE","MALE","","NURSE","666549867","","","NURSING","","","",
20187,"NURSE,TWENTY-FOUR","FEMALE","","NURSE","666549862","","","NURSING","","","",
20188,"NURSE,TWENTY-FIVE","MALE","","NURSE","666549861","","","NURSING","","","",
20189,"NURSE,TWENTY-SIX","FEMALE","","NURSE","666549866","","","NURSING","","","",
20190,"NURSE,TWENTY-SEVEN","MALE","","NURSE","666549865","","","NURSING","","","",
20191,"NURSE,TWENTY-EIGHT","FEMALE","","NURSE","666549860","","","NURSING","","","",
20192,"NURSE,TWENTY-NINE","MALE","","NURSE","666549863","","","NURSING","","","",
20193,"NURSE,PRACTITIONER THIRTY","FEMALE","","NURSE PRACTITIONER","666549847","","","NURSING","","","",
20194,"NURSE,THIRTY-ONE","MALE","","NURSE","666549852","","","NURSING","","","",
20195,"NURSE,THIRTY-TWO","FEMALE","","NURSE","666549856","","","NURSING","","","",
20196,"NURSE,THIRTY-THREE","MALE","","NURSE","666549855","","","NURSING","","","",
20197,"NURSE,THIRTY-FOUR","MALE","","NURSE","666549850","","","NURSING","","","",
20198,"NURSE,THIRTY-FIVE","FEMALE","","NURSE","666549849","","","NURSING","","","",
20199,"NURSE,THIRTY-SIX","FEMALE","","NURSE","666549854","","","NURSING","","","",
20200,"NURSE,THIRTY-SEVEN","MALE","","NURSE","666549853","","","NURSING","","","",
20201,"NURSE,THIRTY-EIGHT","FEMALE","","NURSE","666549848","","","NURSING","","","",
20202,"NURSE,THIRTY-NINE","MALE","","NURSE","666549851","","","NURSING","","","",
20203,"NURSE,FORTY","FEMALE","","NURSE","666547796","","","NURSING","","","",
20204,"NURSE,FORTY-ONE","MALE","","NURSE","666549827","","","NURSING","","","",
20205,"NURSE,FORTY-TWO","FEMALE","","NURSE","666549831","","","NURSING","","","",
20206,"NURSE,FORTY-THREE","MALE","","NURSE","666549830","","","NURSING","","","",
20207,"NURSE,FORTY-FOUR","FEMALE","","NURSE","666549825","","","NURSING","","","",
20208,"NURSE,FORTY-FIVE","MALE","","NURSE","666549824","","","NURSING","","","",
20209,"NURSE,FORTY-SIX","FEMALE","","NURSE","666549829","","","NURSING","","","",
20210,"NURSE,FORTY-SEVEN","MALE","","NURSE","666549828","","","NURSING","","","",
20211,"NURSE,FORTY-EIGHT","FEMALE","","NURSE","666549823","","","NURSING","","","",
20212,"NURSE,FORTY-NINE","MALE","","NURSE","666549826","","","NURSING","","","",
20213,"NURSE,FIFTY","FEMALE","","NURSE","666547793","","","NURSING","","","",
20214,"NURSE,FIFTY-ONE","MALE","","NURSE","666547794","","","NURSING","","","",
20215,"RADTECH,SIXTYTWO","MALE","","","","","","INFORMATION SYSTEMS CENTER","","","",
20216,"RADTECH,SIXTYTHREE","FEMALE","","","","","","INFORMATION SYSTEMS CENTER","PHYSICIAN","","",
20217,"RADTECH,SIXTYFOUR","FEMALE","","","","","","INFORMATION SYSTEMS CENTER","PHYSICIAN","","",
20218,"RADTECH,SIXTYFIVE","FEMALE","","","","","","INFORMATION SYSTEMS CENTER","","","",
20219,"RADTECH,SIXTYSIX","","","","","","","INFORMATION RESOURCE MGMT","","","",
20220,"RADTECH,SIXTYSEVEN","MALE","","","","","","INFORMATION RESOURCE MGMT","","","",
20221,"ATL,STUDENT","","","","","","","INFORMATION RESOURCE MGMT","","","",
20222,"ATL,STUDENT","","","","","","","INFORMATION RESOURCE MGMT","","","",
20223,"ATL,STUDENT","","","","","","","INFORMATION RESOURCE MGMT","","","",
20224,"ATL,STUDENT","","","","666549902","","","INFORMATION RESOURCE MGMT","","","",
20225,"ATL,STUDENT","","","","666549903","","","INFORMATION RESOURCE MGMT","","","",
20226,"ATL,STUDENT","","","","666549904","","","INFORMATION RESOURCE MGMT","","","",
20227,"ATL,STUDENT","","","","666549905","","","INFORMATION RESOURCE MGMT","","","",
20228,"ATL,STUDENT","","","","666549906","","","INFORMATION RESOURCE MGMT","","","",
20229,"ATL,STUDENT","","","","666549907","","","INFORMATION RESOURCE MGMT","","","",
20230,"ATL,STUDENT","","","","666549908","","","INFORMATION RESOURCE MGMT","","","",
20231,"ATL,STUDENT","","","","666549909","","","INFORMATION RESOURCE MGMT","","","",
20232,"ATL,STUDENT","","","","666549910","","","INFORMATION RESOURCE MGMT","","","",
20233,"ATL,STUDENT","","","","666549911","","","INFORMATION RESOURCE MGMT","","","",
20234,"ATL,STUDENT","","","","666549912","","","INFORMATION RESOURCE MGMT","","","",
20235,"ATL,STUDENT","","","","666549913","","","INFORMATION RESOURCE MGMT","","","",
20236,"ATL,STUDENT","","","","666549914","","","INFORMATION RESOURCE MGMT","","","",
20237,"ATL,STUDENT","","","","666549915","","","INFORMATION RESOURCE MGMT","","","",
20238,"ATL,STUDENT","","","","666549916","","","INFORMATION RESOURCE MGMT","","","",
20239,"ATL,STUDENT","","","","666549917","","","INFORMATION RESOURCE MGMT","","","",
20240,"ATL,STUDENT","","","","666549918","","","INFORMATION RESOURCE MGMT","","","",
20241,"ATL,STUDENT","","","","666549919","","","INFORMATION RESOURCE MGMT","","","",
20242,"ATL,STUDENT","","","","666549920","","","INFORMATION RESOURCE MGMT","","","",
20243,"ATL,STUDENT","","","","666549921","","","INFORMATION RESOURCE MGMT","","","",
20244,"ATL,STUDENT","","","","666549922","","","INFORMATION RESOURCE MGMT","","","",
20245,"ATL,STUDENT","","","","666549923","","","INFORMATION RESOURCE MGMT","","","",
20246,"ATL,STUDENT","","","","666549924","","","INFORMATION RESOURCE MGMT","","","",
20247,"ATL,STUDENT","","","","666549925","","","INFORMATION RESOURCE MGMT","","","",
20248,"ATL,STUDENT","","","","666549926","","","INFORMATION RESOURCE MGMT","","","",
20249,"ATL,STUDENT","","","","666549927","","","INFORMATION RESOURCE MGMT","","","",
20250,"ATL,STUDENT","","","","666549928","","","INFORMATION RESOURCE MGMT","","","",
20251,"ATL,STUDENT","","","","666549929","","","INFORMATION RESOURCE MGMT","","","",
20252,"ATL,STUDENT","","","","666549930","","","INFORMATION RESOURCE MGMT","","","",
20253,"ATL,STUDENT","","","","666549931","","","INFORMATION RESOURCE MGMT","","","",
20254,"ATL,STUDENT","","","","666549932","","","INFORMATION RESOURCE MGMT","","","",
20255,"ATL,STUDENT","","","","666549933","","","INFORMATION RESOURCE MGMT","","","",
20256,"ATL,STUDENT","","","","666549934","","","INFORMATION RESOURCE MGMT","","","",
20257,"ATL,STUDENT","","","","666549935","","","INFORMATION RESOURCE MGMT","","","",
20258,"ATL,STUDENT","","","","666549936","","","INFORMATION RESOURCE MGMT","","","",
20259,"ATL,STUDENT","","","","666549937","","","INFORMATION RESOURCE MGMT","","","",
20260,"ATL,STUDENT","","","","666549938","","","INFORMATION RESOURCE MGMT","","","",
20261,"ATL,STUDENT","","","","666549939","","","INFORMATION RESOURCE MGMT","","","",
20262,"ATL,STUDENT","","","","666549940","","","INFORMATION RESOURCE MGMT","","","",
20263,"ATL,STUDENT","","","","666549941","","","INFORMATION RESOURCE MGMT","","","",
20264,"ATL,STUDENT","","","","666549942","","","INFORMATION RESOURCE MGMT","","","",
20265,"ATL,STUDENT","","","","666549943","","","INFORMATION RESOURCE MGMT","","","",
20266,"ATL,STUDENT","","","","666549944","","","INFORMATION RESOURCE MGMT","","","",
20267,"ATL,STUDENT","","","","666549945","","","INFORMATION RESOURCE MGMT","","","",
20268,"ATL,STUDENT","","","","666549946","","","INFORMATION RESOURCE MGMT","","","",
20269,"ATL,STUDENT","","","","666549947","","","INFORMATION RESOURCE MGMT","","","",
20270,"ATL,STUDENT","","","","666549948","","","INFORMATION RESOURCE MGMT","","","",
20271,"ATL,STUDENT","","","","666549949","","","INFORMATION RESOURCE MGMT","","","",
20272,"ATL,STUDENT","","","","666549950","","","INFORMATION RESOURCE MGMT","","","",
20273,"ATL,STUDENT","","","","666549951","","","INFORMATION RESOURCE MGMT","","","",
20274,"ATL,STUDENT","","","","666549952","","","INFORMATION RESOURCE MGMT","","","",
20275,"ATL,STUDENT","","","","666549953","","","INFORMATION RESOURCE MGMT","","","",
20276,"ATL,STUDENT","","","","666549954","","","INFORMATION RESOURCE MGMT","","","",
20277,"ATL,STUDENT","","","","666549955","","","INFORMATION RESOURCE MGMT","","","",
20278,"ATL,STUDENT","","","","666549956","","","INFORMATION RESOURCE MGMT","","","",
20279,"ATL,STUDENT","","","","666549957","","","INFORMATION RESOURCE MGMT","","","",
20280,"ATL,STUDENT","","","","666549958","","","INFORMATION RESOURCE MGMT","","","",
20281,"ATL,STUDENT","","","","666549959","","","INFORMATION RESOURCE MGMT","","","",
20282,"ATL,STUDENT","","","","666549960","","","INFORMATION RESOURCE MGMT","","","",
20283,"ATL,STUDENT","","","","666549961","","","INFORMATION RESOURCE MGMT","","","",
20284,"ATL,STUDENT","","","","666549962","","","INFORMATION RESOURCE MGMT","","","",
20285,"ATL,STUDENT","","","","666549963","","","INFORMATION RESOURCE MGMT","","","",
20286,"ATL,STUDENT","","","","666549964","","","INFORMATION RESOURCE MGMT","","","",
20287,"ATL,STUDENT","","","","666549965","","","INFORMATION RESOURCE MGMT","","","",
20288,"ATL,STUDENT","","","","666549966","","","INFORMATION RESOURCE MGMT","","","",
20289,"ATL,STUDENT","","","","666549967","","","INFORMATION RESOURCE MGMT","","","",
20290,"ATL,STUDENT","","","","666549968","","","INFORMATION RESOURCE MGMT","","","",
20291,"ATL,STUDENT","","","","666549969","","","INFORMATION RESOURCE MGMT","","","",
20292,"ATL,STUDENT","","","","666549970","","","INFORMATION RESOURCE MGMT","","","",
20293,"ATL,STUDENT","","","","666549971","","","INFORMATION RESOURCE MGMT","","","",
20294,"ATL,STUDENT","","","","666549972","","","INFORMATION RESOURCE MGMT","","","",
20295,"ATL,STUDENT","","","","666549973","","","INFORMATION RESOURCE MGMT","","","",
20296,"ATL,STUDENT","","","","666549974","","","INFORMATION RESOURCE MGMT","","","",
20297,"ATL,STUDENT","","","","666549975","","","INFORMATION RESOURCE MGMT","","","",
20298,"ATL,STUDENT","","","","666549976","","","INFORMATION RESOURCE MGMT","","","",
20299,"ATL,STUDENT","","","","666549977","","","INFORMATION RESOURCE MGMT","","","",
20300,"ATL,STUDENT","","","","666549978","","","INFORMATION RESOURCE MGMT","","","",
20301,"ATL,STUDENT","","","","666549979","","","INFORMATION RESOURCE MGMT","","","",
20302,"ATL,STUDENT","","","","666549980","","","INFORMATION RESOURCE MGMT","","","",
20303,"ATL,STUDENT","","","","666549981","","","INFORMATION RESOURCE MGMT","","","",
20304,"ATL,STUDENT","","","","666549982","","","INFORMATION RESOURCE MGMT","","","",
20305,"ATL,STUDENT","","","","666549983","","","INFORMATION RESOURCE MGMT","","","",
20306,"ATL,STUDENT","","","","666549984","","","INFORMATION RESOURCE MGMT","","","",
20307,"ATL,STUDENT","","","","666549985","","","INFORMATION RESOURCE MGMT","","","",
20308,"ATL,STUDENT","","","","666549986","","","INFORMATION RESOURCE MGMT","","","",
20309,"ATL,STUDENT","","","","666549988","","","INFORMATION RESOURCE MGMT","","","",
20310,"ATL,STUDENT","","","","666549989","","","INFORMATION RESOURCE MGMT","","","",
20311,"ATL,STUDENT","","","","666549990","","","INFORMATION RESOURCE MGMT","","","",
20312,"ATL,STUDENT","","","","666549991","","","INFORMATION RESOURCE MGMT","","","",
20313,"ATL,STUDENT","","","","666549992","","","INFORMATION RESOURCE MGMT","","","",
20314,"ATL,STUDENT","","","","666549993","","","INFORMATION RESOURCE MGMT","","","",
20315,"ATL,STUDENT","","","","666549994","","","INFORMATION RESOURCE MGMT","","","",
20316,"ATL,STUDENT","","","","666549995","","","INFORMATION RESOURCE MGMT","","","",
20317,"ATL,STUDENT","","","","666549996","","","INFORMATION RESOURCE MGMT","","","",
20318,"ATL,STUDENT","","","","666549997","","","INFORMATION RESOURCE MGMT","","","",
20319,"ATL,STUDENT","","","","666549998","","","INFORMATION RESOURCE MGMT","","","",
20320,"ATL,STUDENT","","","","666549999","","","INFORMATION RESOURCE MGMT","","","",
20321,"ATL,STUDENT","","","","666549800","","","INFORMATION RESOURCE MGMT","","","",
20322,"ATL,STUDENT","","","","666549801","","","INFORMATION RESOURCE MGMT","","","",
20323,"ATL,STUDENT","","","","666549802","","","INFORMATION RESOURCE MGMT","","","",
20324,"ATL,STUDENT","","","","666549803","","","INFORMATION RESOURCE MGMT","","","",
20325,"ATL,STUDENT","","","","666549804","","","INFORMATION RESOURCE MGMT","","","",
20326,"ATL,STUDENT","","","","666549805","","","INFORMATION RESOURCE MGMT","","","",
20327,"ATL,STUDENT","","","","666549806","","","INFORMATION RESOURCE MGMT","","","",
20328,"ATL,STUDENT","","","","666549807","","","INFORMATION RESOURCE MGMT","","","",
20329,"ATL,STUDENT","","","","666549808","","","INFORMATION RESOURCE MGMT","","","",
20330,"ATL,STUDENT","","","","666549809","","","INFORMATION RESOURCE MGMT","","","",
20331,"ATL,STUDENT","","","","666549810","","","INFORMATION RESOURCE MGMT","","","",
20332,"ATL,STUDENT","","","","666549811","","","INFORMATION RESOURCE MGMT","","","",
20333,"RADTECH,EIGHTY","MALE","","","","","","INFORMATION RESOURCE MGMT","","","",
20334,"VEHU,ONEHUNDREDONE","","","Scholar Extraordinaire","666548860","","","MEDICINE","","","",
20335,"VEHU,ONEHUNDREDTWO","","","Scholar Extraordinaire","666548875","","","MEDICINE","","","",
20336,"VEHU,ONEHUNDREDTHREE","","","Scholar Extraordinaire","666548867","","","MEDICINE","","","",
20337,"VEHU,ONEHUNDREDFOUR","","","Scholar Extraordinaire","666548856","","","MEDICINE","","","",
20338,"VEHU,ONEHUNDREDFIVE","","","Scholar Extraordinaire","666548855","","","MEDICINE","","","",
20339,"VEHU,ONEHUNDREDSIX","","","Scholar Extraordinaire","666548863","","","MEDICINE","","","",
20340,"VEHU,ONEHUNDREDSEVEN","","","Scholar Extraordinaire","666548861","","","MEDICINE","","","",
20341,"VEHU,ONEHUNDREDEIGHT","","","Scholar Extraordinaire","666548851","","","MEDICINE","","","",
20342,"VEHU,ONEHUNDREDNINE","","","Scholar Extraordinaire","666548858","","","MEDICINE","","","",
20343,"VEHU,ONEHUNDREDTEN","","","Scholar Extraordinaire","666548865","","","MEDICINE","","","",
20344,"VEHU,ONEHUNDREDELEVEN","","","Scholar Extraordinaire","666548853","","","MEDICINE","","","",
20345,"VEHU,ONEHUNDREDTWELVE","","","Scholar Extraordinaire","666548868","","","MEDICINE","","","",
20346,"VEHU,ONEHUNDREDTHIRTEEN","","","Scholar Extraordinaire","666548866","","","MEDICINE","","","",
20347,"VEHU,ONEHUNDREDFOURTEEN","","","Scholar Extraordinaire","666548857","","","MEDICINE","","","",
20348,"VEHU,ONEHUNDREDFIFTEEN","","","Scholar Extraordinaire","666548854","","","MEDICINE","","","",
20349,"VEHU,ONEHUNDREDSIXTEEN","","","Scholar Extraordinaire","666548864","","","MEDICINE","","","",
20350,"VEHU,ONEHUNDREDSEVENTEEN","","","Scholar Extraordinaire","666548862","","","MEDICINE","","","",
20351,"VEHU,ONEHUNDREDEIGHTEEN","","","Scholar Extraordinaire","666548852","","","MEDICINE","","","",
20352,"VEHU,ONEHUNDREDNINETEEN","","","Scholar Extraordinaire","666548859","","","MEDICINE","","","",
